Date,Motilal_Oswal_Flexi_Cap_Fund_Direct_Growth_NAV,Union_Flexi_Cap_Fund_Direct_Growth_NAV,Polycab,Trent,Kalyan Jewellers India,JIO Financial Services,Coforge,Persistent Systems,Mahindra & Mahindra,Zomato,AIRTELPP,Cholamandalam Invest,Tube Investments of India,Bharti Airtel,Larsen & Toubro,ICICI Bank,BSE,Max Healthcare Institute,Tata Elxsi,Electrosteel Castings
2020-03-23,17.49,17.46,617.6,404.2,,,864.2,250.6,293.4,,,136.05,346.2,399.84,724.05,284,94.55,,544.4,8.55
2020-03-20,20.3,18.85,771.95,505.25,,,1143.15,234.16,322.6,,,193.25,385.55,454.12,864.7,345.7,94.43,,598.6,9.75
2020-03-19,19.4,18.84,756.4,470.9,,,1035.85,254.89,314.2,,,183.75,388.75,436.55,843.1,338.55,104.42,,575.85,9.85
2020-03-18,19.98,19.7,782.9,489,,,1119.25,263.12,346.4,,,200.5,429.5,417.71,904.55,355.05,102,,677.55,10.55
2020-03-17,21.48,20.06,833.95,536.85,,,1181.9,285.27,373.4,,,217.4,450,446.32,956.75,367.25,107.07,,723.05,10.8
2020-03-16,21.89,20.01,821.6,572,,,1239.55,296.87,391.8,,,228.3,471.1,456.23,968.7,402.9,113.52,,770.7,10.75
2020-03-13,23.42,20.16,929.3,600.45,,,1378.7,300.72,428.85,,,245.35,470.5,482.79,1051.45,447.2,117.32,,846.9,10.9
2020-03-12,22.6,19.87,875.25,597.15,,,1439.65,326.04,423.35,,,243.15,481.5,456.38,1016.55,425.65,122.75,,878.25,10.1
2020-03-11,24.64,20.02,1005.05,659.45,,,1625.9,323.12,451.6,,,262.1,501.95,484.7,1116.95,465.65,120.55,,972.55,11.4
2020-03-09,24.75,20.68,1010.55,660.35,,,1660.9,342.45,463.2,,,274,505.9,487.11,1101.95,457.75,130.38,,932.4,11.2
2020-03-06,25.73,20.8,1030.75,693.8,,,1788.05,342.85,471,,,280.55,504.8,509.58,1158.9,486.35,133.3,,985.75,11.95
2020-03-05,26.22,20.96,1052.05,684.85,,,1827.65,348.56,479.3,,,289.55,532.15,517.19,1182.45,504.5,138.43,,989.25,12.8
2020-03-04,26.04,21.01,1046.55,683.65,,,1830.65,352.43,474.65,,,295.6,523.95,507.23,1176.65,508.35,144.23,,983.95,12.7
2020-03-03,26.19,21.36,1050.9,725.95,,,1901.7,351.61,466.25,,,306.2,527.8,511.2,1181.3,514.75,146.27,,1037.85,13.05
2020-03-02,25.83,21.42,1057.5,731.8,,,1790.65,353.25,458.3,,,302,546.85,508.8,1160.9,506.1,151.85,,941.25,13.3
2020-02-28,26.02,21.16,1062.7,737.2,,,1689.75,348.64,457.05,,,306.5,528,513.85,1187.55,497.25,152.45,,882.75,13.65
2020-02-27,26.89,21.2,1163.45,734.1,,,1885.8,347.47,493.5,,,314.55,568.8,521.85,1210.35,515.35,151,,930.4,14.55
2020-02-26,26.86,21.28,1139,738,,,1889.85,355.8,503,,,318.1,554.25,526.07,1211.15,523.7,156.43,,961.6,15
2020-02-25,27.12,21.34,1111.6,764.1,,,1889.4,358.04,508.95,,,325.35,552.15,525.39,1242.05,530.95,165.68,,989.25,14.8
2020-02-24,27.16,21.36,1088.55,795.95,,,1838.8,356,513.2,,,323.25,544.5,520.13,1259.7,529.85,169.03,,1004.85,15.15
2020-02-20,27.71,21.22,1138.1,776.05,,,1854.4,359.97,524.85,,,332,505.8,535.54,1280.6,547,171.57,,996.4,15.3
2020-02-19,27.84,21.18,1077.75,775.15,,,1882.6,357.82,526.4,,,329.3,494.85,533.39,1281.4,544.8,171.75,,1005.7,15.15
2020-02-18,27.52,21.24,1068.85,727.4,,,1848.55,358.54,523.2,,,327.9,486.05,538.15,1286.35,541.2,171.85,,970.05,15
2020-02-17,27.52,21.22,1051.95,749.8,,,1824.2,352.56,522.75,,,331.45,499.15,554.44,1280.2,541.6,169.2,,987.55,14.8
2020-02-14,27.62,21.16,1078.15,758.3,,,1835.65,349.81,523,,,332.75,503.1,554.59,1295.15,545.8,168.87,,1035,14.7
2020-02-13,27.83,20.97,1081.8,734.4,,,1820.2,349.89,533.6,,,337,501.2,530,1292.25,541,174.47,,1089.1,15.2
2020-02-12,27.82,20.61,1065.65,705.3,,,1833.65,349.84,531,,,338.85,516.05,529.66,1297.3,549.3,173.13,,1060.9,15.25
2020-02-11,27.69,20.88,1042.55,676.95,,,1830.4,349.31,524.05,,,333.3,519.4,524.45,1286.9,539.75,179.73,,1082.4,15.1
2020-02-10,27.64,21,1038.5,695.75,,,1857.95,349.21,528.4,,,335.6,523.7,528.77,1285.3,533.95,189.82,,1058.5,15.1
2020-02-07,27.7,21.18,1058.25,662.55,,,1885.75,349.81,569.1,,,339.95,526.7,529.51,1299,536.45,190.17,,1030.5,15.25
2020-02-06,27.63,21.1,1057,593.1,,,1899.5,354.1,580.15,,,340.2,534.8,536.72,1317.6,541.6,191.22,,1035.45,14.95
2020-02-05,27.47,21.14,1010.4,592.6,,,1935.45,352.01,584.35,,,342.65,523.2,523.52,1310.05,539.1,182.35,,1027.5,14.45
2020-02-04,27.26,21.31,999.8,600.75,,,1922.6,356.35,576.9,,,332.25,522.2,509.34,1291.75,530.8,176.67,,1030.35,14.85
2020-02-03,26.8,21.18,986.8,594.05,,,1885.4,357.72,558.7,,,324.95,488,500.65,1286.65,515.55,176.42,,957.1,14.65
2020-02-01,26.5,21,964.25,574.65,,,1876.55,353.55,545.2,,,318.55,505.75,497.2,1287.4,504.6,174.53,,949.75,15.25
2020-01-31,27.24,21.01,984.55,590.8,,,1942.45,353.65,567.15,,,327.55,511.45,487.3,1369.3,525.65,175.53,,949.2,14.85
2020-01-30,27.3,21.09,975.65,582,,,1849,349.74,567.85,,,326.85,501.3,480.77,1370.2,532.2,177.8,,957.55,15.25
2020-01-29,27.35,21.27,989.3,582.25,,,1941.05,343.85,577.75,,,327.65,486.8,481.21,1365.7,526.6,178.32,,932.6,15.45
2020-01-28,27.32,21.22,994.5,587.95,,,2009.1,349.71,572.5,,,325.8,512.4,482.2,1346.65,528.2,180.55,,947.2,15.5
2020-01-27,27.14,21.16,997.9,572.75,,,1948.85,360.49,578.3,,,329.45,519.3,504.92,1348.6,537.25,180.28,,942.75,15.75
2020-01-24,27.41,21.11,1019.85,583.3,,,1932.05,360.07,567.75,,,323.8,520.2,514.59,1359.2,533.85,180.47,,963.25,16.2
2020-01-23,27.15,21.05,1003.85,589.5,,,1979.05,364.11,566.5,,,323.5,519.9,514,1332.3,527.7,182.05,,968.3,16.05
2020-01-22,26.9,20.94,994.3,586.2,,,1872.65,368.6,553.6,,,317.5,523.4,505.02,1294.2,522.85,178.28,,960.85,16.35
2020-01-21,26.96,20.82,1082.75,594.3,,,1801.65,362.31,552.8,,,314.95,523.5,502.32,1302.35,531.05,177.33,,954.7,16.15
2020-01-20,27.11,20.54,1129.15,600.3,,,1781.2,356.3,567.2,,,319.2,523.2,499.33,1309.6,534.85,180.95,,936.75,16.9
2020-01-17,27.37,20.53,1108.55,591.4,,,1799.1,350.39,569.3,,,325.25,523.2,490.83,1304.2,532.05,182.63,,947.15,17.55
2020-01-16,27.46,20.45,1112.6,591.5,,,1782.95,350.93,567.45,,,327.1,524.75,465.17,1319.3,537.15,182.22,,958.75,17.7
2020-01-15,27.37,20.81,1083.25,583.95,,,1804.55,349.29,569.75,,,331.65,524.9,459.23,1323.6,535.6,181.43,,948.05,16
2020-01-14,27.3,20.87,1048.3,561.15,,,1807,353.45,562.5,,,320.5,505.55,460.7,1326.1,537.6,179.73,,907.9,15.15
2020-01-13,27.19,20.73,1070.05,545.45,,,1774.75,341.3,554.95,,,319.95,496.5,460.26,1334.7,538.6,177.13,,891.05,15.6
2020-01-10,27.06,20.71,1029.25,550.55,,,1725.5,340.73,546.6,,,314.1,498.35,448.58,1324.6,540.25,174.77,,848.55,14.25
2020-01-09,26.99,20.82,971.75,547.45,,,1753.65,343.45,541.25,,,306.4,490.35,451.62,1316.15,546.3,171.63,,843.15,13.9
2020-01-08,26.66,20.8,968.05,531.95,,,1726.55,342.08,524.65,,,294.6,483.05,450.39,1291.55,525.95,167.05,,821.35,13
2020-01-07,26.71,20.61,959.75,532.95,,,1655.75,341.13,526.65,,,294.75,484.9,436.9,1320.5,522.9,163.93,,826.85,12.95
2020-01-06,26.56,20.72,960.6,529.95,,,1647.75,340.88,524.5,,,291.5,489.3,441.36,1316.75,525.7,164.95,,823.4,12.75
2020-01-03,27.05,20.79,982.25,535.9,,,1630.95,340.86,532.75,,,303.05,491.15,446.71,1335.05,538.85,165.48,,838.1,13.6
2020-01-02,27.22,20.78,977.05,541.35,,,1579.5,346.57,539.85,,,309.2,495.65,446.81,1345.3,540.6,171.32,,828.25,13.2
2020-01-01,27.11,20.76,993.9,529.65,,,1578.2,355.95,536.6,,,302.85,490.55,444.95,1309.95,536.75,174.17,,827.85,12.55
2019-12-31,27.12,20.68,992.25,527.15,,,1589.85,352.46,531.55,,,305.5,481.6,447.4,1298.2,538.9,166.95,,825.95,12.15
2019-12-30,27.25,20.65,989.75,544.4,,,1586.4,336.37,536.9,,,305.65,488.6,452.01,1302.3,543.95,167.15,,832.85,12
2019-12-27,27.23,20.51,965.7,545.45,,,1583.05,335.27,530.15,,,304.4,486.7,446.71,1299.6,549.4,163.03,,826.05,11.55
2019-12-26,27.05,20.56,960.4,524.8,,,1609.2,338.36,528.35,,,301.1,488.4,439.3,1279.3,538.75,161.77,,814.95,11.5
2019-12-24,27.1,20.38,946.05,521.2,,,1597.85,334.07,527.5,,,301.85,488.1,448.73,1301,541.1,160.93,,842,11.45
2019-12-23,27.2,20.28,953.7,519.7,,,1578.55,334.12,525.9,,,303.8,498.45,446.42,1311.25,541.3,160.1,,855.65,11.6
2019-12-20,27.13,20.22,972.45,527.15,,,1582.8,334.69,530.6,,,306.8,492.5,445.44,1311.55,546.1,160.65,,858.5,11.5
2019-12-19,27.08,20.36,955.8,515.35,,,1580.35,341.35,535.4,,,304.75,483.9,441.17,1311.75,540.2,162.33,,857.1,11.65
2019-12-18,27.01,20.38,963.75,513.1,,,1602.6,342.7,522.65,,,308.85,473.2,430.22,1319.35,541.4,163.12,,868.35,11.55
2019-12-17,26.87,20.51,975.15,516.3,,,1604.95,336.74,505.85,,,310.75,478.4,431.84,1317.95,541.15,163.5,,856.15,11.5
2019-12-16,26.69,20.53,964.05,511.45,,,1473.4,335.87,508.85,,,309.1,475.2,414.08,1303,539.25,163.7,,853.05,11.35
2019-12-13,26.74,20.47,981.45,505.35,,,1490.6,335.84,516.2,,,316.5,481.6,419.92,1305.3,537.05,164.3,,858.65,11.6
2019-12-12,26.5,20.52,990.5,505.45,,,1484.25,335.67,511.9,,,313.05,473.3,430.57,1279.7,535.35,165.43,,848.05,11.45
2019-12-11,26.39,20.58,995.85,496.85,,,1486.55,335.04,507.75,,,302.8,478.05,434.59,1264.3,533.55,162.7,,828.9,11.5
2019-12-10,26.27,20.69,968.35,498.45,,,1437.75,337.54,505.75,,,303.85,482.65,438.76,1279,528.7,162.65,,839.35,11.35
2019-12-09,26.39,20.61,994.3,500.2,,,1475.95,336.71,513.65,,,306.2,469.75,437.63,1276,526.5,164.42,,856.95,11.5
2019-12-06,26.35,20.51,1013.95,503.25,,,1464.15,340.11,510.2,,,300.45,477.1,436.65,1290.8,524.8,164.12,,849.95,11.35
2019-12-05,26.55,20.6,1037.1,502.2,,,1485.2,344.47,524.75,,,301.25,477.7,439.11,1302.2,528.1,166,,862.4,11.5
2019-12-04,26.55,20.39,992.45,512.25,,,1467.45,343.5,525.55,,,301.65,486.05,452.9,1285.1,529.25,167.3,,806.75,11.5
2019-12-03,26.55,20.51,970.8,520.05,,,1446.4,342.18,522.9,,,302,489.65,450.64,1313.2,509.35,168.38,,788.25,11.4
2019-12-02,26.62,20.56,935.95,526.4,,,1462.1,337.19,534.15,,,307.55,488.95,450.15,1333.35,510.9,166.78,,788.45,11.5
2019-11-29,26.76,20.48,924.25,520.6,,,1490.95,339.88,530.55,,,312.15,470.65,434.3,1330.55,512.6,166.82,,806.95,11.5
2019-11-28,26.89,20.43,922.4,515.2,,,1504.9,341.45,541.95,,,317.05,454.85,428.6,1349.9,519.15,168.4,,799.35,11.25
2019-11-27,26.94,20.45,931.4,505.15,,,1493.9,338.98,539.95,,,315.3,451.5,425.36,1335.5,505.5,167.92,,798.25,11.3
2019-11-26,26.89,20.43,929,506,,,1484.9,337.39,538.6,,,310.9,458.7,424.38,1363,510.7,165.73,,796.75,11.7
2019-11-25,27.06,20.33,938.35,506.15,,,1500.05,336.89,547.8,,,317.4,459.9,443.08,1380.85,497.8,165.5,,798.3,11.75
2019-11-22,26.71,20.39,936.8,503.2,,,1484.15,335.59,546,,,314.35,451.75,412.9,1378.65,496.8,169.75,,788.3,11.1
2019-11-21,26.92,20.36,949.45,492.95,,,1498.7,335.52,551.8,,,317.05,451.2,418.44,1392.7,498.25,171.23,,799.85,10.8
2019-11-20,26.89,20.55,935.85,496.85,,,1508.8,342.98,560.45,,,319.9,453.9,429.24,1380.8,495,167.65,,813.05,11.1
2019-11-19,26.81,20.49,931.5,506.15,,,1529,331.95,560.65,,,325.4,448.1,431.25,1365.75,493.5,165.65,,809.7,11.75
2019-11-18,26.74,20.42,933.05,510.1,,,1519.1,329.35,573.7,,,329.85,443.75,401.66,1364.5,498.35,165.77,,790.45,12.65
2019-11-15,26.9,20.48,897.6,499.55,,,1491.1,323.19,583.05,,,329.15,449,385.81,1377.65,499.85,167.88,,792.45,12.9
2019-11-14,26.97,20.4,896,498.6,,,1504.7,325.64,578.45,,,308.95,445.1,355.82,1380.45,498.65,165.87,,791.7,12.65
2019-11-13,26.83,20.41,888.55,502.4,,,1483.2,331.97,574.7,,,297.3,445.45,361.81,1393,485.75,167.98,,791.9,13.1
2019-11-11,26.78,20.37,881.45,510.9,,,1572.65,311.67,575,,,296.75,441.95,364.65,1417,496.8,171.17,,807.4,13.3
2019-11-08,26.74,20.28,889.35,516.35,,,1540.4,307.78,580,,,296.65,438.45,362.35,1423,489.45,173.65,,811,13.35
2019-11-07,27.02,19.96,853.35,540.9,,,1574,306.88,580.35,,,297.95,449.2,364.9,1435.05,478.55,175.28,,815.15,13.4
2019-11-06,26.92,19.92,854.35,537.7,,,1566.4,305.41,579.8,,,302.4,445.65,364.61,1453.05,480.7,180.43,,810.2,13.3
2019-11-05,26.86,19.97,859.85,548.9,,,1559.35,300.37,580.15,,,316.6,446.4,376.87,1439.8,468.35,178.98,,809.7,13.3
2019-11-04,26.99,19.94,851.35,533.7,,,1586.75,298.82,586.4,,,316,436.5,371.03,1452.2,470.5,178.87,,828.2,13.45
2019-11-01,27.08,20.06,854.9,547.45,,,1558.75,298.42,589.75,,,313.2,425.1,366.17,1449.4,462.25,182.58,,829.5,13.45
2019-10-31,27.18,19.92,855.5,541.65,,,1548.7,306.45,606.45,,,305,398.4,367.35,1473.05,463.05,182.93,,818.95,13.4
2019-10-30,27.14,19.74,869.05,537.75,,,1578.15,309.15,616.55,,,307.1,369.7,361.17,1474.25,471.15,184.88,,823.15,13.35
2019-10-29,26.97,19.69,825.15,536.9,,,1517.35,300.39,611.8,,,296.95,372.15,353.27,1461.1,477.4,182.47,,802.7,13.35
2019-10-27,26.75,19.57,826.9,546.1,,,1506.1,301.41,591.5,,,287.25,374.5,373.1,1434.4,469.55,184.3,,787.3,13.5
2019-10-25,26.5,19.52,817.65,544,,,1505.15,299.07,577.7,,,285.9,371.8,368.24,1425,469.1,183.55,,761.5,13.25
2019-10-24,26.54,19.36,826.75,537.45,,,1491.6,300.64,581.05,,,293,370.45,365.49,1432.25,454.75,180.8,,756.5,13.3
2019-10-23,26.59,19.46,781.15,526.2,,,1468.65,303.68,591.85,,,288.7,366.05,353.71,1431.8,455.1,184.77,,716.1,13.35
2019-10-22,26.48,19.16,750.5,520.3,,,1452.2,300.67,595.8,,,294.55,372.95,367.21,1442.55,451.15,180.83,,702.3,13.3
2019-10-18,26.7,19.26,723.6,519.75,,,1436.55,308.72,593.3,,,302.5,364.65,376.43,1447.8,437.8,181.37,,708.3,13.45
2019-10-17,26.5,19.47,719.3,500.55,,,1406.7,310.62,593.3,,,287.5,361.15,378.74,1424.35,440.6,175.88,,708.1,13.4
2019-10-16,26.14,19.5,718.5,505.8,,,1409.5,302.74,584.25,,,270.6,364.85,378.15,1424.2,435.3,174.98,,671.9,13.45
2019-10-15,26.04,19.69,704.8,504.95,,,1424.7,299.47,583.4,,,279.85,364.3,376.58,1432.25,431.85,170.45,,650.95,13.6
2019-10-14,25.84,19.73,672.15,505.7,,,1396.5,293.53,568.65,,,285.1,371.55,386.3,1423.95,428.85,170.37,,646.4,13.7
2019-10-11,25.84,19.78,665.85,507.6,,,1412.1,291.56,560.1,,,283.95,363.8,375.84,1427.7,428.55,171.4,,632.3,13.85
2019-10-10,25.73,19.56,662.15,497.9,,,1361.1,287.29,566.05,,,283.3,363.6,370.3,1425.1,423.7,171.85,,618.85,12.95
2019-10-09,25.96,19.74,667.2,504.1,,,1373.35,283.08,576.55,,,296.2,374,352.78,1426.25,436.7,171.72,,637.75,13.8
2019-10-07,25.62,19.71,672.15,488.15,,,1384.6,286.62,552.95,,,290.5,383.55,335.26,1397.85,416.1,177.8,,680.25,14.1
2019-10-04,25.71,19.23,667.5,490,,,1380,287.32,564.25,,,289.65,383.1,333.24,1424.9,413.9,184.23,,682.6,14.4
2019-10-03,26.04,18.39,675.15,499.6,,,1368,278.09,562.7,,,290.1,385,338.54,1458.05,427.3,186.2,,687.3,14.7
2019-10-01,26.21,18.61,676.65,478.65,,,1349.65,278.19,556.7,,,293.55,380.9,344.48,1464.05,424.6,188.25,,675.05,14.9
2019-09-30,26.33,18.55,685.45,483.9,,,1394.9,279.91,547.15,,,307.8,384.1,360.29,1474.25,433.7,188.15,,677.25,14.85
2019-09-27,26.46,18.83,699.1,497.8,,,1394.05,284.37,555.1,,,310.6,385.75,342.67,1472.65,449.2,188.08,,682.65,15.7
2019-09-26,26.48,18.93,696.3,509.4,,,1389.4,285.75,566.95,,,310.1,392.3,337.71,1489.85,451.95,189.47,,685.7,15.6
2019-09-25,26.17,18.76,680.2,517.85,,,1406.2,283.55,534.7,,,296.05,399.55,335.35,1450.1,434.2,189.22,,667.4,15.8
2019-09-24,26.53,18.85,685.55,515.4,,,1429,284.45,558.75,,,303.15,389.35,342.23,1481.3,440.9,187.68,,685.5,15.7
2019-09-23,26.64,18.81,690.65,508,,,1410.25,299.79,565,,,302.35,365.8,341.59,1528.5,446.3,186.6,,649.2,15.85
2019-09-20,25.84,18.69,642.25,489.8,,,1401.75,309.05,568.9,,,290.35,345.45,349.83,1411.5,417.5,178.2,,644.2,15.85
2019-09-19,24.43,18.51,621,455.45,,,1369.45,298.89,519.3,,,263.4,336.35,331.38,1300.7,386.6,180.72,,626.5,15.6
2019-09-18,24.67,18.48,633.15,462.9,,,1362.15,296.7,527,,,267.45,343.3,329.42,1318,399.35,180.63,,638.3,15.75
2019-09-17,24.58,18.4,631.5,446.4,,,1371,293.56,521.95,,,265.25,340.05,333.59,1313.7,400.65,182.97,,634.45,15.9
2019-09-16,25.03,18.72,635.7,449,,,1382,286.84,536.95,,,271.95,351.25,337.66,1343.6,412.15,181.85,,661.5,16.15
2019-09-13,25.2,18.6,632.5,455.2,,,1411.2,290.41,551.25,,,274.9,335.75,336.73,1363.45,413.4,177.95,,647.4,16.95
2019-09-12,25.03,18.71,623.05,456.3,,,1410.45,285.87,543.6,,,276.45,332.05,341.14,1362.4,402.7,178.72,,645.5,16.45
2019-09-11,25.15,18.79,621.4,455.6,,,1419.2,283.95,545.75,,,275.95,341.85,348.56,1363.65,394.6,179.6,,644.9,16
2019-09-09,25,18.69,620.35,459.85,,,1445.25,281.48,532.55,,,272.8,339,349.88,1357,395.45,181.17,,638.15,15.8
2019-09-06,24.91,18.35,607.8,460.5,,,1448.45,279.96,529.5,,,269.2,342.15,342.81,1328.65,391.35,180.28,,629.7,15.95
2019-09-05,24.68,18.24,604.35,462.1,,,1459.95,284.28,517,,,268.4,330.6,341.29,1320.3,389,176.02,,618.7,15.85
2019-09-04,24.66,18.5,603.5,467.3,,,1462.35,280.66,505.7,,,269.75,330.9,339.33,1308.05,397.5,177.88,,610.25,14.5
2019-09-03,24.67,18.63,592.05,450.9,,,1467,279.66,515.45,,,267.55,331.15,330.64,1294.4,392.15,175.02,,627.45,14.3
2019-08-30,25.13,18.68,614.75,469.25,,,1495.55,276.39,528.8,,,268.7,337.9,346.8,1328.25,409.65,176.95,,632.25,14.45
2019-08-29,24.95,18.64,593.65,469.25,,,1519.2,270.45,528,,,267.45,335.35,343.5,1342.45,404.4,177.25,,628.8,15.05
2019-08-28,25.05,18.64,571.1,475.2,,,1523.4,266.59,539.7,,,266.45,340.05,345.8,1344.65,412.95,169.78,,648.6,15.1
2019-08-27,25.13,18.48,584.75,472.1,,,1441.7,269.31,554.05,,,270.2,348.65,348.3,1356.95,418.6,174.98,,651.75,14.8
2019-08-26,24.93,18.77,565.5,474.8,,,1396.9,265.79,544.3,,,273,349.2,360.65,1333.65,411.65,176.48,,647.2,14.2
2019-08-23,24.35,18.66,540.25,474.8,,,1376.45,264.59,533.25,,,260.65,344.45,356.4,1286.5,395.4,172.12,,649.25,13.5
2019-08-22,24.19,18.37,535.75,469.85,,,1360.7,269.98,511.8,,,249.15,337.7,352.75,1294.25,399.1,164.28,,606.75,13.55
2019-08-21,24.52,18.46,546.25,471.15,,,1365.45,285.05,520.9,,,255.65,340.15,354.9,1310.65,412.05,161.88,,633.55,14.3
2019-08-20,24.61,18.29,556.7,475.7,,,1375.05,271.13,527.8,,,259.1,356.05,358.05,1342.5,416.9,163.67,,619.45,14.8
2019-08-19,24.64,18.5,562.4,471.7,,,1325.35,276.77,520.55,,,264.15,353.9,361,1352.2,423.4,158.17,,629.5,15
2019-08-16,24.69,18.47,567.55,467.3,,,1289.3,265.29,527.85,,,265.35,352.75,361.55,1335.25,418.95,150.3,,623.45,14.85
2019-08-14,24.54,18.66,570.35,444,,,1316.85,254.94,523.55,,,265.45,351.55,361.2,1333.7,417.3,149.97,,612.85,14.85
2019-08-13,24.29,18.64,564.8,448.6,,,1312.95,258.8,512.4,,,261.75,349.85,351.65,1313.25,410.25,152.32,,610.85,14.7
2019-08-09,24.95,18.76,574.2,447.05,,,1300.1,265.29,545.55,,,272.3,352.75,371.15,1364.6,420.15,154.85,,631.5,14.85
2019-08-08,24.7,18.9,564.7,433.85,,,1276.45,268.46,539.55,,,271.3,352.75,372.15,1360.65,414.4,154.53,,631.45,15.05
2019-08-07,24.41,18.82,567.2,437.85,,,1238.7,267.59,518.3,,,273.2,350.4,366.1,1360.05,408.4,156.58,,619,14.5
2019-08-06,24.61,18.81,570.8,444.2,,,1220.75,263.47,549.45,,,268.25,352.3,368.45,1377.5,410.25,156.23,,626.5,15.1
2019-08-05,24.29,18.96,551.35,445.05,,,1205.35,265.07,545.45,,,261.05,355.2,357.7,1345.8,402.65,155.95,,604.5,14.5
2019-08-02,24.52,18.95,557.05,443.15,,,1198.7,256.73,556.45,,,266.6,358.45,343.55,1370.25,410.6,156.03,,622.05,13.35
2019-08-01,24.34,19.05,564.45,421.2,,,1202.7,264.14,548.55,,,259.6,357.5,323.9,1358.05,417.05,160.32,,615,12.95
2019-07-31,24.61,19.32,560.4,397.65,,,1203.55,258.43,550,,,259.65,346.35,337.6,1387.3,424.6,166.87,,636.85,12.65
2019-07-30,24.49,19.52,571.2,401.15,,,1202.55,259.73,548.75,,,243.4,344.9,345.75,1376.35,425.35,169.42,,619.2,13
2019-07-29,24.74,19.53,608,404.05,,,1206.2,251.32,553.15,,,248.2,337.2,334.55,1371.5,429.35,174.33,,638.45,13.7
2019-07-26,25,19.44,588.3,407.75,,,1273.85,266.91,564.45,,,245.45,339.2,334.9,1392.15,415.75,175.07,,645.55,14.4
2019-07-25,24.77,19.45,587.9,409.55,,,1333.7,281.56,547.55,,,249.05,363.15,339,1372.4,409,177.53,,653.8,14.95
2019-07-24,24.75,19.48,587.9,415.15,,,1341.8,280.41,550,,,238.55,376.5,338.9,1387.35,408.5,186.6,,657.3,14.85
2019-07-23,24.98,19.37,603.9,419.45,,,1353.35,280.21,559.1,,,249.55,384.2,343.6,1409.5,411.95,183.48,,672.2,15
2019-07-22,25.05,19.47,598.1,425.45,,,1343.45,288.42,564.9,,,254.95,383.15,342.55,1403.7,411.5,185.2,,679.75,15.2
2019-07-19,25.31,19.42,614.25,440.15,,,1346.75,286.74,571.3,,,265,392.3,339.95,1411.55,410.3,185.6,,701.45,14.85
2019-07-18,25.85,19.87,624.4,450.05,,,1342.45,287.99,597.4,,,270.8,415.6,342.5,1435.2,418.65,190.22,,732.05,15.2
2019-07-17,25.96,20.08,626.8,449.2,,,1345.9,303.38,617.95,,,276.25,416.45,346.25,1455.45,424.7,191.93,,742.45,15.45
2019-07-16,25.93,20.03,622.2,445.7,,,1345.2,304.93,622.9,,,277.05,400.2,350.75,1461.2,424.6,193.78,,814.7,15.35
2019-07-15,25.79,20.03,615.5,446.05,,,1345.8,307.48,631.85,,,275.75,404.45,350.6,1440.6,422.3,193.68,,816.5,15.7
2019-07-12,25.73,19.97,617.1,453.55,,,1347.45,310.02,631.9,,,281.75,404.7,356.1,1466.85,427.05,194.05,,849.5,16.45
2019-07-11,25.76,19.9,618.15,449.4,,,1317.25,310.64,634.15,,,280.9,384.9,360.75,1495.2,426.55,190.2,,843.05,16.3
2019-07-10,25.6,19.93,613.95,435,,,1308.75,304.31,621.65,,,279.85,384.9,358.55,1499.55,430.9,191.78,,849.65,16.3
2019-07-09,25.82,19.9,611.4,441.9,,,1314.75,307.45,632.7,,,283.1,383,362.3,1526.6,428.5,196.17,,853.9,16.75
2019-07-08,25.94,19.75,600.9,426.6,,,1311.05,307.05,635.85,,,276.35,384.55,356.4,1490.35,425.9,197.35,,856.9,16.4
2019-07-05,26.53,19.64,620.15,439.65,,,1323.5,306.3,642.05,,,288.6,386.9,364.8,1558.35,436.35,199.43,,889.85,17.15
2019-07-04,26.82,19.68,647.2,449.1,,,1338.15,312.94,672.15,,,291.7,386.7,362.75,1571.7,436.2,202.18,,914.35,17
2019-07-03,26.81,19.79,644.4,453.95,,,1333.65,309.65,669.25,,,291.5,387.2,353.2,1578.05,435.95,205.9,,921.25,17.6
2019-07-02,26.82,19.57,635.8,458.6,,,1345.85,307.25,666.25,,,285.7,389.6,353.6,1563.85,436.75,205.27,,920.8,17.65
2019-07-01,26.7,19.62,643.35,454.2,,,1350.7,305.21,660,,,283.05,387.5,348.5,1556.65,439,205.38,,898.9,17
2019-06-28,26.59,19.58,622.05,440.95,,,1345.1,307.43,655.35,,,285.65,384.05,346.65,1553.2,437.1,201.7,,884.9,16.4
2019-06-27,26.55,19.82,613.45,445.4,,,1335.85,308.05,657.9,,,285.65,392.6,348.65,1550.9,440.95,204.37,,875.9,16.85
2019-06-26,26.41,19.96,611.85,432.4,,,1332.25,306.95,643.5,,,282.65,397.15,345.55,1551.2,438.65,203.3,,866.5,16.85
2019-06-25,26.32,19.91,601.4,431.8,,,1340.7,306.1,641.65,,,277.95,399.9,348.6,1535,433.65,206.43,,858.1,16.65
2019-06-24,26.16,20,596.3,426.05,,,1319.8,306.55,634.85,,,274.7,380.5,345.1,1541,429.45,206.63,,851.6,16.55
2019-06-21,26.18,19.94,592.35,408.85,,,1307.9,313.49,627.45,,,275.6,380.45,343.8,1539.75,430.8,204.92,,860.7,16.7
2019-06-20,26.33,19.85,589.9,414,,,1310.2,314.31,627.15,,,283.1,382.1,348.55,1557.1,433.4,205.23,,854.55,16.3
