Date,Motilal_Oswal_Flexi_Cap_Fund_Direct_Growth_NAV,Union_Flexi_Cap_Fund_Direct_Growth_NAV,Polycab,Trent,Kalyan Jewellers India,JIO Financial Services,Coforge,Persistent Systems,Mahindra & Mahindra,Zomato,AIRTELPP,Cholamandalam Invest,Tube Investments of India,Bharti Airtel,Larsen & Toubro,ICICI Bank,BSE,Max Healthcare Institute,Tata Elxsi,Electrosteel Castings
2023-07-18,36.69,37.05,4128.15,1690.3,174.15,,4965.85,2491.7,1534.7,78.7,475.15,1145.95,3251.05,875.45,2469.13,975.45,737.2,603.9,7542.75,56.7
2023-07-17,36.66,36.85,3914.65,1694.3,181.15,,4958.15,2481.13,1536.3,80.15,480.9,1164.65,3265.15,878.1,2463.25,968.7,751.2,612,7719.5,59.15
2023-07-14,36.48,36.86,3874.35,1687.65,182.75,,4925.8,2462,1546.55,82.55,485.15,1164.35,3287.25,886.5,2466.69,960.05,757.45,600.75,7730.75,58.05
2023-07-13,36.06,37.04,3815.15,1666,173.6,,4755.5,2380.05,1566.9,82.2,486.15,1150.8,3228.9,885.05,2444.64,955.7,736.3,619.15,7568.05,56.65
2023-07-12,35.86,36.79,3800.5,1687.95,179.65,,4649.8,2347.43,1570.85,77.5,490,1148.55,3282.5,889.95,2449.43,944.4,755.6,615.2,7431.25,57.85
2023-07-11,35.72,36.72,3774.8,1693.05,174.3,,4696.95,2358.95,1569.45,76.8,491.1,1132,3220.3,891.9,2468.98,944.95,700.1,619.4,7453.15,57.95
2023-07-10,35.48,36.71,3546.7,1676.65,163.9,,4611.3,2369.1,1551.4,74.8,486.05,1151.35,3141.05,885.4,2433.26,948.4,695.7,612.65,7487.25,59.8
2023-07-07,35.73,36.59,3508.2,1702.85,162.25,,4691.65,2409.69,1564.15,73.25,474.8,1176.75,3185.85,870.45,2443.84,946.4,707.4,609.9,7541.65,58.45
2023-07-06,36.12,36.34,3560.75,1754.3,153.9,,4745.3,2439.5,1548.8,74.75,468,1165.5,3203.9,869.65,2483,959.4,705.5,614.25,7535.35,61.35
2023-07-05,35.96,36.12,3552.7,1731.7,148.6,,4725.45,2423.04,1475.35,74.05,471.35,1186.45,3156.75,866.65,2465.24,958,680.35,603.65,7553.05,61.2
2023-07-04,35.98,35.91,3509.55,1736.35,146.95,,4708.6,2428.57,1464.45,74.8,470.05,1187.25,3169.15,865.15,2456.31,944.7,672.8,593.85,7513.8,60.1
2023-07-03,35.88,35.74,3522.85,1751.55,150.55,,4684.35,2425.76,1467.95,75.65,484.15,1169.15,3181.9,879.15,2448.53,942.55,669.4,605.85,7546.3,61.2
2023-06-30,35.81,36.01,3551.15,1764.15,147,,4711.3,2500.25,1453.6,75.05,485.85,1142,3174.9,878.75,2469.98,934.6,608.55,599.45,7588.5,59.85
2023-06-28,35.58,36.2,3614.05,1769.3,142.05,,4668.9,2432.82,1395,74.9,480.4,1127.5,3147.2,872.2,2416,937.45,614.75,603.3,7586.15,57.25
2023-06-27,35.58,36.18,3475.1,1742.85,136,,4695.45,2440.8,1402.4,76.15,473.6,1093.85,3134.2,864.9,2382.68,936.1,600.4,609.65,7546.2,57.05
2023-06-26,35.47,36.13,3466.35,1753.65,130.15,,4606.7,2447.91,1397.65,74.85,460.3,1077.6,3195.7,851.95,2372.2,927.45,596.75,602.65,7507.75,57.5
2023-06-23,35.26,36.13,3427.65,1724.95,126.7,,4499.45,2397.37,1373.25,74.15,460.8,1090.15,3164.05,854.8,2384.17,923.5,608.55,580.55,7481.95,56.1
2023-06-22,35.6,35.87,3483.95,1710.7,123.15,,4534.7,2429.82,1378.7,74.35,449.45,1100.2,3220.45,842.8,2410.81,925.75,603.25,580.95,7667.25,56.05
2023-06-21,35.78,35.93,3418.35,1700.8,128.55,,4604.85,2463.5,1374.25,75.1,445.9,1134.35,3171.55,839,2389.06,924.7,572.15,579.4,7790.75,58.2
2023-06-20,35.57,35.83,3542.45,1719.45,127.55,,4559.25,2479.29,1396.45,75.85,441.45,1121.9,3020.2,831.2,2376.64,925.55,571.9,584.05,7770.45,57
2023-06-19,35.37,35.48,3529.65,1708.45,132.85,,4562.9,2466.34,1402.55,75.85,439.25,1132.25,2969.8,828.15,2361.03,923.15,568.8,601.65,7683.25,56.1
2023-06-16,35.35,35.42,3574.7,1714.25,131.65,,4594.25,2474.15,1403.85,74.45,446.5,1126.65,2988.7,837.8,2361.48,934.2,572.25,594.4,7640.2,57.5
2023-06-15,35.19,35.41,3559,1685.05,114.3,,4582.95,2486.88,1392.75,75.1,440.7,1112.9,2978.5,829.7,2355.99,926.6,573.95,585,7786.55,57.35
2023-06-14,35.06,35.6,3587.8,1711.2,112.65,,4619.6,2476.9,1378.65,74.1,437.05,1099.3,2834.2,827.95,2349.75,939.8,570.5,583.4,7749.9,57
2023-06-13,35.15,35.32,3583.9,1685.65,114.7,,4567.9,2514.79,1373.15,78.3,443.9,1101.8,2797.2,834.35,2349.1,943.55,562.95,576.55,7852,53.6
2023-06-12,34.86,35.25,3534.1,1595.35,109.55,,4506.3,2486.6,1381.4,77.95,445.3,1073.1,2840,836.35,2334.69,935.95,570.4,566.85,7858.5,54.65
2023-06-09,34.72,35.1,3547.5,1598.4,110.95,,4408,2438.23,1370.65,77.6,443.45,1065.7,2848.45,833.5,2357.68,938.05,554.45,569.7,7817.6,54.5
2023-06-08,34.69,34.96,3511.6,1588.6,111.8,,4385.55,2457.89,1381.05,75.8,447.85,1061.6,2865.6,836,2335.03,937.9,558.8,557.4,7844.65,50.3
2023-06-07,34.86,35.03,3538.05,1602.85,110.6,,4452.05,2503.99,1406.4,74.5,453.45,1073.2,2899.95,844.25,2310.29,940.2,565.55,559.85,7693.05,51.8
2023-06-06,34.64,34.92,3595.45,1602.65,111.05,,4415.5,2485.28,1411.2,72.35,441,1057.25,2899.15,829.45,2272.82,942.1,565.8,523.9,7604.5,52.2
2023-06-05,34.73,34.82,3594.7,1599.05,111.75,,4592.45,2599.24,1395.4,71.25,444.9,1048.55,2891.35,834.5,2263.2,946.75,576.7,519.05,7698.15,51.7
2023-06-02,34.71,34.71,3551.75,1597.3,113,,4590.8,2607.75,1341.4,71.15,447,1039.3,2884.2,836.5,2229.52,938.15,572,531,7695.95,50.75
2023-06-01,34.42,34.43,3482.4,1562.4,108.6,,4562.15,2581.3,1318.9,67.95,437.45,1043.9,2885.7,827.95,2202.83,936.1,570.7,532.95,7634.5,46.9
2023-05-31,34.5,34.32,3423.5,1560.45,105.6,,4555.1,2563.79,1319,69.05,455.4,1050.9,2862.95,849.9,2200.69,949.15,557.7,549.45,7421.55,46.8
2023-05-30,34.36,34.38,3482.7,1558.35,105.5,,4400.15,2530.83,1328.45,66.85,428.9,1046.3,2863.2,818.45,2205.83,949.95,542.05,535.75,7422,46.4
2023-05-29,34.42,34.39,3412.3,1537.9,105.65,,4420.15,2514.32,1330.15,67.1,434.65,1055.4,2865.15,821.25,2219.54,948.15,542.1,536.9,7494.95,45.95
2023-05-26,34.43,34.29,3408.65,1530.2,105.75,,4459.95,2539.12,1281.85,67.25,429.85,1049.7,2781.6,817.95,2213.46,950.7,536.35,540.2,7467.1,45.9
2023-05-25,34.07,34.15,3413.7,1515.25,105.05,,4297.25,2507.96,1277.8,67.3,436.05,1059.45,2724.25,822.7,2199.74,939.85,534.25,536.7,7261,45
2023-05-24,33.91,34.17,3402.55,1498.5,105.95,,4255.4,2478.12,1275.7,64.45,414.7,1052.2,2685.45,801.4,2180.23,940.65,530.4,557.75,7032.45,44.8
2023-05-23,33.85,34.28,3374.95,1503.65,105.9,,4304.5,2469.81,1268.55,63.2,414.95,1060.65,2695.5,799.95,2192.71,953.4,533.3,553.75,7023.05,43.6
2023-05-22,33.87,34.36,3431.35,1496.25,107.05,,4370.95,2515.24,1265.55,63.5,417.1,1053.7,2712.25,801.85,2211.61,950.35,526.9,552.55,6931,43.2
2023-05-19,33.66,34.2,3441,1493.1,104.8,,4278.15,2438.95,1260.4,64.5,418.15,1043.4,2700.9,805.75,2185.12,954.3,524.15,545.15,7027.35,44.55
2023-05-18,33.52,34.14,3405.4,1490.7,106.8,,4206.15,2369.13,1245.5,63.5,410.65,1042.3,2689.65,799.35,2183.28,946.5,529.9,534.2,6995.6,44.7
2023-05-17,33.61,34.14,3437.7,1505.55,106.75,,4214,2397.12,1263.1,63.35,405.55,1011.6,2707.4,792.25,2214.61,939.35,536.9,522.6,7099.15,46.5
2023-05-16,33.59,34.04,3426.3,1500.2,108,,4204,2354.03,1262.45,63,403.85,1020.4,2681.25,787.35,2222.19,946.35,539.7,507.75,7115.7,48
2023-05-15,33.56,34.02,3381.2,1511.3,106.55,,4131.3,2340.74,1285.65,63.7,413.05,1003.5,2646.1,797.05,2241.79,945.75,545.8,519.9,7031.6,47.15
2023-05-12,33.53,33.74,3388.95,1486.15,108.65,,4085.65,2321.05,1275.95,62.6,403,1005.05,2749.55,791.95,2216.1,943.9,549.7,499.85,7078.6,45.25
2023-05-11,33.43,33.9,3235.25,1471.4,106.4,,4124.8,2328.69,1251.3,62.4,403.45,998.85,2767.35,788.6,2237.1,939.2,540.15,484.05,7198.35,45.9
2023-05-10,33.31,33.63,3209.25,1440.65,104.8,,4125.4,2330.98,1248.65,61.8,407.55,989.6,2725.25,796.05,2359.13,936.05,528.85,480.15,7121.85,43.9
2023-05-09,33.24,33.64,3222,1432.95,105.1,,4125.05,2342.61,1245.45,60.95,406.5,983.55,2721.25,793.6,2369.01,934.4,530.85,481.3,6991.95,42.3
2023-05-08,33.13,33.52,3262.9,1421.5,104.95,,4116.25,2332.2,1231.8,64.9,404.6,1001.9,2605.45,793.75,2360.08,937.9,535.85,478.6,6779.3,40.55
2023-05-05,32.9,33.17,3314.75,1416.8,104.75,,4117.6,2314.99,1211.2,65.4,400.25,991.85,2639.85,787.3,2372.15,926.95,510.1,484.25,6660.25,39.95
2023-05-04,33.06,32.92,3269.05,1404.95,105.65,,4104.95,2329.71,1231.7,65.7,402.85,950.2,2561.3,789.1,2351.6,921.7,515.35,481.15,6721.3,40.6
2023-05-03,32.72,32.92,3291.65,1390.15,105,,4099.25,2334.05,1235.45,63.55,394.6,886.6,2545.95,779.3,2351,922.85,518.7,476.05,6678.45,39.3
2023-05-02,32.79,32.88,3249.95,1406.5,105.7,,4130.65,2370.45,1237.3,63.45,402.95,874.7,2582.35,790.2,2379.08,922.1,527.3,474.8,6643.25,39.15
2023-04-28,32.66,32.74,3205.35,1367.75,102.65,,4184.5,2363.64,1226.9,64.9,410.8,871.1,2589.2,799.3,2359.08,917.65,522.9,460.05,6643.6,37.9
2023-04-27,32.23,32.8,3189,1382.3,101.65,,4051.3,2286.77,1224,60.7,400.6,854.4,2527.55,786.5,2300.41,918.35,520.75,452.2,6578.2,36.6
2023-04-26,31.97,32.84,3177.8,1373.5,101.35,,3943.7,2231.39,1213.55,58.2,389.55,838.3,2513.9,773.45,2271.03,914.95,499.25,440.3,6290.85,36.75
2023-04-25,31.91,32.9,3151.7,1381.3,103.25,,3929.95,2231.39,1209.85,57.75,390.15,838.55,2504.95,772.6,2242.89,913.45,494.7,440.1,6271.2,36.8
2023-04-24,31.88,32.92,3142.45,1384,103.2,,3891.6,2216.47,1207.75,56,382.2,840.35,2558.5,760.25,2223.89,904.75,457.95,449.8,6252.95,36.5
2023-04-21,31.67,33.07,3111.65,1383.35,103.15,,3830.75,2146.15,1212.75,56.05,386,837.35,2595.85,765.2,2210.22,885.65,451.4,453.45,6281,34.5
2023-04-20,31.84,33.04,3129.2,1393.7,102.8,,3813.45,2140.51,1218.6,54.2,387.55,843.3,2635.55,772.3,2227.73,894.4,449.85,465.4,6251.65,34.65
2023-04-19,31.89,32.89,3138.85,1359.4,102.65,,3901.95,2154.15,1215.5,54.15,379.8,846.9,2722.25,764.65,2214.61,891.9,454.4,469.8,6307.2,34.65
2023-04-18,31.93,32.64,3095.75,1361.1,103.5,,4028.2,2173.21,1204.7,53.3,376.15,839.6,2700.55,759.75,2211.61,896.85,467.2,463.9,6367.3,34.7
2023-04-17,31.92,32.62,3097.8,1363.3,103.55,,3891.9,2097.85,1212.95,53.95,376.15,836.45,2707.5,759.65,2209.02,901.3,460.9,471.3,6289.75,34.25
2023-04-13,31.95,32.58,3084.25,1361.8,104.45,,4028.7,2191.25,1204.55,53.85,381.7,820.95,2598.55,767.05,2253.67,899,459.25,471.65,6283.5,34.35
2023-04-12,31.93,32.36,3051.05,1363.25,103.2,,4065.2,2267.02,1207.35,53.2,384.9,820.25,2635.65,771.1,2283.35,890.15,462.3,479,6376.95,34.7
2023-04-11,31.64,32.22,3045.5,1354.15,103.95,,4004.85,2251.5,1201.7,53.95,386.5,840.85,2576.05,774.15,2296.32,881.9,463.2,450.9,6381.3,34.6
2023-04-10,31.6,31.72,2975,1358.7,104.1,,4061.3,2280.06,1188.6,53.95,383,829.2,2575.95,769.75,2304.5,868.45,457.6,440.7,6201.1,34.6
2023-04-06,31.57,31.53,2919.25,1367.25,104.3,,4000.1,2268.86,1171.25,52.15,379.3,841.4,2597.9,765.95,2269.13,875,450.3,430.35,6068.15,34.4
2023-04-05,31.43,31.58,2937.85,1364.8,106.35,,4079.2,2270.48,1155.45,51.7,379.9,782.65,2597.1,763.45,2252.67,884.6,450.85,419.15,6099.2,34.1
2023-04-03,31.27,31.68,2960.2,1357.4,105.75,,3851.35,2262,1169.9,51.95,375.3,778.6,2561.85,760.55,2165.27,883.8,449.5,432.7,6011.3,33.5
2023-03-31,31.2,31.91,2880.05,1374.95,105.35,,3814.1,2299.9,1158.7,51,366.7,761.3,2546.6,749,2159.33,877.25,430.95,441.1,5959.1,32.1
2023-03-29,30.83,32.03,2856.45,1335.85,110,,3660.35,2266.12,1144.3,51.25,359,747.85,2570.65,743.6,2142.62,851,415.85,451.7,5956.05,31.9
2023-03-28,30.54,31.97,2798.35,1291.15,107.15,,3598.05,2207.87,1128.3,50.25,361.85,732.15,2538.75,748.45,2128.8,854.75,407.8,449.95,5926.15,31.75
2023-03-27,30.63,31.74,2779.2,1328.45,118.75,,3635.75,2178.95,1137.9,50.1,376.75,715.85,2495.5,761.75,2149.15,848.7,412.45,459.4,5956.4,32.15
2023-03-24,30.71,31.91,2818.6,1310.05,116.4,,3700.5,2157.85,1150.8,50.65,376.2,727.65,2551.4,762.45,2161.28,852.4,425.45,460.7,6000.7,32.65
2023-03-23,30.98,31.72,2860.7,1345.15,117.7,,3748.6,2208.69,1164.95,52.65,376.5,746.7,2480,763.55,2201.69,855.45,438.7,466.85,6040.85,32.9
2023-03-22,31.14,31.76,2878.5,1329.5,118.6,,3738.65,2241.54,1164.1,53.1,370.6,747.1,2483.6,756.7,2208.97,860.2,440.7,466.95,6055.4,33.05
2023-03-21,31.11,31.87,2864,1321.55,117.55,,3712.6,2233.56,1160.3,53,371.95,754.6,2489.1,756.95,2203.48,852.4,435.35,464.5,6089.7,33
2023-03-20,30.93,32.03,2864.45,1344.45,118.65,,3774.65,2274.18,1167.65,53.55,368.1,745.95,2541.7,754.8,2172.65,836.45,430.95,468.2,6037.95,33
2023-03-17,31.18,32.52,2884.4,1356.2,119.5,,3901,2321.08,1171.5,54.9,372.05,763.7,2550.25,757.25,2190.81,836.25,439.2,460.05,6159,33.5
2023-03-16,31.13,32.81,2877.3,1336.35,109.05,,3852.05,2235.63,1167.05,53.05,366.3,746.65,2667.55,745.95,2168.71,823.9,440.4,464.4,6115.1,33.15
2023-03-15,31.16,33.05,2928.25,1321.25,110.6,,3950,2257.64,1160.35,50.75,374.9,746,2680.75,756.65,2171.75,825.9,451.35,468.7,6088.05,33.65
2023-03-14,31.32,33.06,2883.6,1337.8,107.9,,3921.65,2261.78,1160.8,50.75,387.4,744.2,2706.2,771.8,2139.38,830.35,444.7,468.65,6062.5,33.3
2023-03-13,31.44,32.87,2894.45,1324.1,107.7,,4084.65,2306.16,1193.45,51.9,380,739.8,2705,765.3,2129.05,828.4,439.65,462.7,6130.95,33.1
2023-03-10,31.9,32.59,2946.95,1341,116.4,,4136.35,2369.7,1226.7,53.85,386.9,752.75,2701.75,773.75,2153,842.65,449.7,457.75,6249.3,33.95
2023-03-09,32.23,32.8,3084.2,1335,118.75,,4255.35,2403.73,1248.15,54.05,387.8,766.65,2748.8,773.4,2188.26,855.95,457.65,453.2,6284.55,34.75
2023-03-08,32.46,32.53,3092.1,1342.55,117.1,,4279.6,2440.67,1289.95,54.8,385.3,766.6,2793.9,766.55,2165.92,872.1,465.9,437.95,6340.2,34.55
2023-03-06,32.35,32.58,3065.55,1325.4,117.15,,4328.35,2433.86,1270.45,53.95,387.3,769.3,2763.6,766.6,2136.33,867.75,480.9,430.8,6237.65,33.85
2023-03-03,32.16,32.66,3069.2,1304.9,117.05,,4258.4,2427.95,1268.6,53.65,383.3,750.2,2707.05,764.4,2147.21,868.55,448.35,425.45,6176.45,34.15
2023-03-02,31.92,32.76,3065.95,1284.95,116.45,,4249.7,2425.06,1251.55,54.55,359.8,750,2811.6,740.1,2116.83,854,443.4,429.4,6150.55,34.15
2023-03-01,32.05,32.79,3115.9,1291.5,115.4,,4300.35,2448.88,1272.15,54.95,369.4,766.75,2782.95,750.2,2110.54,856.3,444.6,433.55,6194.6,34.7
2023-02-28,31.81,33.2,3081.35,1278.15,113.6,,4298.65,2391.5,1269.6,53.5,361.85,756.5,2771.8,742.25,2104.4,854.85,440.75,426.1,6129.25,33.8
2023-02-27,31.76,33.2,2995.95,1288.85,115.3,,4273.95,2405.67,1257.4,53.6,369.15,762.15,2660.5,752.9,2108.94,856.4,435.75,429.65,6358.7,32.85
2023-02-24,31.7,33.22,3072.85,1305.55,118.1,,4377.5,2442.35,1280.2,54.45,373.25,762.85,2551.05,757.1,2129.25,839.7,439.3,431.6,6512.85,33.8
2023-02-23,31.6,33.36,3069.65,1328.2,118.25,,4420.9,2480.27,1313.95,54.95,381.15,751.5,2497.4,762.95,2154.29,839.75,446.5,428.25,6484.5,33.25
2023-02-22,31.64,33.33,3013.25,1343.85,118.1,,4342.55,2514.44,1319.75,52.95,387,765.4,2515.55,772.15,2189.81,839.25,452.6,431.25,6517.95,33
2023-02-21,32.06,33.22,3041.35,1338.1,116.7,,4339.95,2478.77,1351.85,55.35,394.95,773.4,2547.75,779.05,2224.43,854.2,468.15,433.2,6661.75,33.95
2023-02-20,32.01,33.13,3002.65,1343.85,118.6,,4335.45,2525.69,1346.25,54.6,396.45,770.1,2471.4,779.15,2220.49,852.1,468.45,428.35,6666.9,34.45
2023-02-17,32.1,33.32,3014.8,1360.65,110.95,,4204.1,2450,1341.5,51.8,391.3,779.35,2421.65,776.8,2221.34,862.65,475,433.8,6662.9,33.3
2023-02-16,32.15,33.31,3046.1,1363.1,110.75,,4229.3,2464.67,1368.15,51.4,400.25,782.25,2419.45,784.45,2173.4,869.45,483.1,429.7,6688.75,34
2023-02-15,32.18,33.27,3006.45,1347.45,109.8,,4115,2410.39,1379.35,50.25,399.15,782.65,2431.6,785.4,2170.16,870.8,482.75,423.55,6649.95,34.2
2023-02-14,32.05,33.1,2981.85,1320.6,105.2,,4079.9,2370.77,1363.15,50.35,387.65,776.15,2481.35,775.2,2186.72,865.3,481.5,423.35,6596.8,34.75
2023-02-13,32.04,33.14,2947.55,1306.45,107.95,,4032.25,2355.93,1353,51.8,384.85,771.2,2527.1,768.6,2198.34,850.65,489.05,430.6,6571.95,34.95
2023-02-10,32.24,33.23,2985,1328.8,113.6,,4334.3,2440.2,1365.45,53.3,387,777.55,2554.55,771.95,2158.98,853.85,501,437.4,6683.65,35.4
2023-02-09,32.07,32.94,2995.7,1341.9,113.75,,4340.5,2407.34,1372.2,54.4,383.85,796.1,2517.95,766.65,2142.57,860.8,505.7,440.5,6685.15,35.3
2023-02-08,32.03,32.8,2978.85,1236.05,116.8,,4329.45,2411.81,1373.05,54.3,391.95,796.05,2545,775.1,2126.06,859.1,486.7,437.7,6697.85,35.65
2023-02-07,31.99,32.79,2987.4,1213.15,117.85,,4302.6,2405.22,1366.7,49.35,398,781.4,2584.2,785.9,2160.43,852.75,493.6,439.85,6692.5,35.75
2023-02-06,32.01,32.64,2965.65,1230.1,119.95,,4317.8,2414.4,1376,47.75,402.05,781.1,2672.05,789.25,2151.25,853.7,498.4,440.25,6669.2,35.9
2023-02-03,32.11,32.63,2949.15,1235.65,113.9,,4308.6,2420.39,1388,48.75,405.95,781.15,2689.75,792.9,2161.68,863.8,500.1,435.5,6571.15,36.1
2023-02-02,31.7,33.11,3001.5,1210.6,110.65,,4433.9,2407.12,1352.4,47.5,394.95,775,2689.85,777.75,2140.07,857.9,503.55,440.95,6588.25,35.65
2023-02-01,31.55,33.52,2995.4,1216,112.4,,4352.75,2337.24,1352.05,48.15,385.5,749.8,2616.9,769.1,2140.72,847.95,503.7,441.2,6597.15,35.9
2023-01-31,31.77,33.56,2921.25,1196.6,118.05,,4378.9,2338.84,1378.75,49.75,389.95,706.95,2609.95,770.3,2119.62,831.9,513.45,441.7,6632.7,37
2023-01-30,31.52,33.49,2819.2,1180.35,105.1,,4418.65,2302.59,1331.6,47.4,387.3,710.75,2586.9,770.2,2108.15,823.5,504.95,439.75,6578.15,35.8
2023-01-27,31.54,33.64,2777.3,1176.3,111,,4294.1,2283.66,1320.2,46.95,392.75,709.9,2665.75,774.5,2154.99,817.2,512.85,454.6,6664.35,36.15
2023-01-25,32.17,33.71,2817.7,1212.1,116.15,,4272.7,2292.16,1311.5,47.75,396.55,718.4,2570.15,776.5,2169.81,855.3,530.15,438.15,6597.2,36.3
2023-01-24,32.73,33.59,2817.35,1202.75,119.2,,4324,2289.32,1323.9,52.1,395.65,725.5,2638.85,775.65,2202.53,870.75,537.15,434.6,6698.85,36.8
2023-01-23,32.71,33.4,2800.45,1177.25,119.55,,4358.9,2291.74,1328.45,51,392.1,712.8,2587.8,772.7,2228.48,871.7,529.7,443.95,6655.45,37.45
2023-01-20,32.73,33.51,2761.2,1182.3,119.3,,4102,2157.2,1314.75,51.45,389.7,706.25,2634.75,764.45,2244.89,870.35,521.4,438.4,6378.3,38.4
2023-01-19,32.81,33.42,2828.6,1198.3,119.75,,3966.55,2124.59,1319.55,51.1,398.95,701.25,2598.7,772,2267.99,866.15,519.8,446.65,6301.65,38.65
2023-01-18,32.89,33.47,2753.6,1222.8,119.05,,3925.8,1975.63,1322.15,51,401.95,692.1,2638.25,776.55,2261.4,869.5,526.85,452,6262.9,38.55
2023-01-17,32.77,33.53,2717.35,1193.1,120.5,,3918,1984.16,1320.85,50.15,394,681.4,2657.7,765.7,2208.12,865.15,530.9,453.7,6254.75,37.5
2023-01-16,32.63,33.83,2673.55,1197.4,121.2,,3898.5,1982.89,1315.6,52.7,384.85,691.3,2619.7,759.15,2132.39,865.25,534.6,453.55,6252.85,37.35
2023-01-13,32.75,33.43,2663.7,1205.4,123.1,,3884.45,1998.73,1328.15,53.25,393.75,711.7,2652.8,764.3,2148.55,873.45,534.4,453,6242.25,37.9
2023-01-12,32.63,33.66,2677.05,1209.5,118.7,,3904.2,1984.91,1319.9,53.75,384,685.6,2684.5,756.9,2154.89,860.65,532.5,452.9,6196.65,37.4
2023-01-11,32.63,33.79,2671.1,1210.7,118.3,,3936.1,1959.09,1312.6,54.35,395.7,665.95,2642.9,765.55,2120.57,866.3,536.2,448.45,6216.8,37.75
2023-01-10,32.64,34.11,2680.8,1223.65,120.9,,3974.4,1977.38,1314.9,54.7,418.5,669,2674.6,792.85,2101.91,861.35,537.55,451.7,6199.8,37.45
2023-01-09,33.05,34.12,2653.7,1219.75,125.25,,4017.35,1993.22,1310.35,56,438.05,679.2,2730.3,819.4,2116.93,873.35,538.2,451.15,6232,38.1
2023-01-06,32.77,33.92,2620.35,1248.15,120.4,,3901,1921.89,1264.9,55.25,422.25,667.9,2705.4,796,2081.85,870.1,542,433.35,6193.9,38.05
2023-01-05,33.03,34.05,2648.45,1279.9,123.15,,3929.45,1960.59,1252.65,56.2,433.2,683.25,2771.55,807.1,2082.65,879.15,547.3,440,6287.45,38.2
2023-01-04,33.26,33.9,2596.6,1307.4,120.75,,3949.25,1960.34,1236.2,56.35,438.55,718.5,2781.1,811.8,2065.89,899.1,550.8,445.15,6369.55,38.1
2023-01-03,33.59,33.95,2590.9,1347.4,124.6,,4019.55,2020.19,1249.3,58.95,441.35,728.5,2785.25,817.6,2084.25,901.35,565.55,446.55,6416.65,39.2
2023-01-02,33.58,33.76,2580,1342.15,125.1,,3951.2,2009.73,1262.85,60.3,440.05,731.85,2785.3,813.5,2084.75,902.45,556.1,447.6,6300.4,39.7
2022-12-30,33.47,33.29,2569.1,1351.35,126.45,,3884.1,1931.37,1249.2,59.3,433.6,722.9,2775.55,806.1,2081.11,890.85,544.9,439.55,6285.9,38.45
2022-12-29,33.52,33.98,2568.7,1348.6,126.5,,3915.35,1909.77,1262.35,60.85,443.05,715,2758.5,820.75,2106.15,908.05,535.95,454.25,6256.4,38.5
2022-12-28,33.42,34.13,2601.65,1346.4,131.35,,3914.5,1925.99,1252.35,60.15,440.1,725.8,2785.85,803.8,2116.33,898.95,538,438,6332.05,38.2
2022-12-27,33.47,34.53,2601.5,1346.85,124,,3874.35,1953.85,1234.25,58.95,442.2,707.1,2796.85,814.8,2119.32,900.65,537.9,437.7,6431.65,38.25
2022-12-26,33.21,34.55,2578.2,1357.5,122.05,,3770.65,1901.34,1237.05,58.15,441.5,710.7,2759.4,811,2086.34,893.2,534.05,445.55,6252.65,36.85
2022-12-23,32.62,34.31,2513.9,1284.4,107.8,,3735.45,1913.14,1224.6,53.65,442.2,699.25,2778.5,808.65,2058.11,878.9,526.25,432.4,5837.6,35.25
2022-12-22,33.6,34.66,2617.05,1332.45,122.7,,3885.6,1944.6,1233.95,58.95,448.15,716.85,2925.75,816.6,2105.2,890.65,549.4,447.2,6050.8,36.05
2022-12-21,33.81,35.03,2669.3,1366.4,123.55,,3920.4,1950.33,1265.7,61.35,442.4,722.55,2900.2,814,2141.47,892.25,561.75,439.55,6202.6,36.65
2022-12-20,34.43,34.93,2713.45,1412.4,131.1,,3895.95,1951.98,1275.25,62.85,452.95,747.05,3017.35,828.95,2158.38,909.7,579.8,438.25,6314.25,38.8
2022-12-19,34.4,34.76,2730,1418.05,129.1,,3895.65,1976.5,1290.65,62.15,462.95,745.15,2972.05,840.4,2179.09,906.45,580.75,424.6,6353.3,39.4
2022-12-16,34.13,34.77,2753.9,1407.3,125.6,,3952.6,1980,1251.6,62.15,461.85,729.85,2921.85,822.75,2170.11,902,591.15,426.95,6429.4,37.9
2022-12-15,34.34,34.9,2981.45,1436,119.1,,3875.25,2047.43,1286.95,64.15,459.6,747.6,2831.7,826.35,2172.65,908.8,580.65,433.45,6550.35,38.65
2022-12-14,34.93,34.76,3000.1,1451.35,118.6,,3985.3,2094.18,1286.45,65,459,752.1,2979.45,829.2,2190.51,921.75,585.5,431.85,6621.2,39.35
2022-12-13,34.75,34.86,2942,1443.5,119.05,,3918.6,2035.5,1283.35,64.6,459.95,751.6,2940.15,838.05,2168.01,932.95,586.05,429.7,6632.6,38.95
2022-12-12,34.73,35.04,2818.8,1449.55,119,,3906.25,2022.08,1264,64.4,452.65,746.6,2999.25,828.4,2158.83,930.3,567.35,432.9,6692.25,38.8
2022-12-09,34.75,35.04,2733.8,1458,110.8,,3877.2,1973.63,1265.4,64.15,455.4,744.1,3010.2,834.9,2149.2,929.9,573.05,432.7,6745.75,39.35
2022-12-08,34.75,35.08,2732.45,1458.1,107.85,,3985.8,2046.76,1274.35,63.8,450.8,742.85,2898.2,832.6,2162.82,931.9,575.35,432.6,6830.35,39.6
2022-12-07,34.62,34.97,2706.65,1463.4,109.9,,4023.95,2025,1266.6,64.45,454.95,735.8,2943.85,834,2119.22,922.15,581.7,438.35,6836.7,39.55
